word,label
grape,1
study,1
plant,1
cloud,1
grape,1
banana,1
spoon,1
melon,1
never,1
mouse,1
stone,1
sound,1
which,1
brave,1
cloud,1
summer,1
desert,1
sound,1
large,1
write,1
water,1
paper,1
where,1
their,1
right,1
spoon,1
summer,1
desert,1
grape,1
again,1
valley,1
these,1
never,1
after,1
banana,1
could,1
about,1
write,1
place,1
funny,1
small,1
cloud,1
think,1
paper,1
brave,1
orange,1
would,1
valley,1
light,1
grape,1
point,1
smart,1
first,1
winter,1
three,1
cloud,1
sound,1
spring,1
mouse,1
after,1
smart,1
would,1
orange,1
spring,1
glass,1
phone,1
phone,1
paper,1
angry,1
other,1
world,1
chair,1
these,1
sound,1
river,1
melon,1
every,1
tired,1
spoon,1
funny,1
think,1
tired,1
tired,1
mouse,1
again,1
house,1
spoon,1
three,1
young,1
funny,1
sad,1
would,1
orange,1
happy,1
first,1
cloud,1
below,1
forest,1
spoon,1
cloud,1
after,1
think,1
where,1
valley,1
berry,1
forest,1
after,1
first,1
right,1
table,1
winter,1
phone,1
would,1
paper,1
point,1
stone,1
brave,1
winter,1
never,1
table,1
chair,1
think,1
study,1
about,1
learn,1
about,1
light,1
valley,1
write,1
young,1
tired,1
cloud,1
right,1
spoon,1
there,1
plant,1
every,1
light,1
paper,1
could,1
great,1
never,1
desert,1
their,1
their,1
right,1
ocean,1
winter,1
every,1
young,1
chair,1
other,1
summer,1
which,1
thing,1
three,1
desert,1
point,1
paper,1
about,1
learn,1
sound,1
pen,1
other,1
sad,1
mouse,1
book,1
forest,1
place,1
apple,1
study,1
chair,1
study,1
learn,1
great,1
light,1
melon,1
apple,1
apple,1
orange,1
place,1
winter,1
paper,1
tired,1
orange,1
spring,1
never,1
below,1
paper,1
melon,1
spring,1
tired,1
write,1
summer,1
chair,1
spring,1
smart,1
clean,1
about,1
every,1
spring,1
forest,1
quick,1
learn,1
sound,1
winter,1
after,1
melon,1
world,1
learn,1
angry,1
winter,1
learn,1
chair,1
world,1
grape,1
would,1
plant,1
glass,1
other,1
world,1
clean,1
below,1
where,1
mountain,1
apple,1
ocean,1
cloud,1
winter,1
study,1
where,1
plant,1
house,1
great,1
right,1
every,1
banana,1
cloud,1
think,1
water,1
apple,1
stone,1
tired,1
spoon,1
light,1
three,1
world,1
would,1
right,1
clean,1
summer,1
think,1
tired,1
happy,1
sad,1
right,1
happy,1
brave,1
tired,1
forest,1
study,1
desert,1
forest,1
stone,1
mouse,1
which,1
where,1
study,1
again,1
apple,1
every,1
smart,1
chair,1
small,1
small,1
thing,1
great,1
would,1
point,1
below,1
valley,1
which,1
grape,1
great,1
think,1
again,1
house,1
summer,1
after,1
cloud,1
never,1
funny,1
mouse,1
right,1
ocean,1
world,1
could,1
plant,1
desert,1
berry,1
sad,1
could,1
clean,1
ocean,1
would,1
young,1
river,1
these,1
small,1
where,1
below,1
sad,1
table,1
point,1
clean,1
their,1
winter,1
world,1
spoon,1
where,1
winter,1
think,1
clean,1
valley,1
phone,1
again,1
thing,1
think,1
paper,1
after,1
berry,1
mouse,1
winter,1
would,1
tired,1
their,1
phone,1
clean,1
below,1
could,1
place,1
forest,1
banana,1
berry,1
happy,1
book,1
other,1
their,1
write,1
about,1
other,1
berry,1
point,1
large,1
smart,1
clean,1
large,1
orange,1
apple,1
spoon,1
never,1
sad,1
water,1
after,1
tired,1
glass,1
orange,1
sad,1
brave,1
winter,1
river,1
right,1
light,1
angry,1
write,1
smart,1
after,1
world,1
about,1
phone,1
spring,1
mouse,1
mouse,1
their,1
book,1
chair,1
clean,1
large,1
melon,1
book,1
banana,1
first,1
young,1
thing,1
table,1
grape,1
spring,1
study,1
learn,1
there,1
brave,1
point,1
other,1
melon,1
never,1
thing,1
about,1
melon,1
mouse,1
river,1
right,1
light,1
about,1
sad,1
first,1
table,1
funny,1
study,1
thing,1
berry,1
glass,1
sad,1
pen,1
apple,1
which,1
again,1
where,1
three,1
book,1
first,1
there,1
right,1
young,1
forest,1
learn,1
thing,1
spoon,1
clean,1
think,1
after,1
where,1
angry,1
stone,1
forest,1
study,1
there,1
house,1
light,1
point,1
sound,1
valley,1
these,1
study,1
angry,1
melon,1
after,1
three,1
first,1
would,1
thing,1
write,1
place,1
house,1
mountain,1
would,1
their,1
young,1
point,1
melon,1
where,1
would,1
write,1
banana,1
spoon,1
light,1
book,1
quick,1
smart,1
three,1
melon,1
sad,1
first,1
young,1
right,1
write,1
spoon,1
spoon,1
brave,1
where,1
study,1
table,1
spoon,1
their,1
stone,1
sad,1
table,1
phone,1
book,1
never,1
paper,1
place,1
brave,1
where,1
point,1
great,1
phone,1
ocean,1
would,1
ocean,1
light,1
paper,1
first,1
berry,1
never,1
smart,1
river,1
table,1
funny,1
table,1
water,1
world,1
about,1
mountain,1
sad,1
mountain,1
melon,1
spoon,1
light,1
desert,1
table,1
valley,1
great,1
cloud,1
these,1
house,1
point,1
forest,1
other,1
forest,1
place,1
right,1
great,1
ocean,1
thing,1
sad,1
summer,1
winter,1
again,1
pen,1
grape,1
mouse,1
their,1
think,1
these,1
desert,1
quick,1
smart,1
these,1
desert,1
place,1
happy,1
angry,1
which,1
learn,1
ocean,1
learn,1
spring,1
water,1
summer,1
pen,1
sound,1
which,1
river,1
young,1
valley,1
river,1
pen,1
which,1
three,1
angry,1
book,1
table,1
forest,1
which,1
never,1
house,1
every,1
summer,1
below,1
which,1
spoon,1
right,1
write,1
small,1
winter,1
mountain,1
grape,1
forest,1
berry,1
brave,1
three,1
berry,1
winter,1
quick,1
cloud,1
first,1
sad,1
place,1
grape,1
cloud,1
cloud,1
below,1
again,1
smart,1
thing,1
ocean,1
great,1
smart,1
large,1
plant,1
point,1
which,1
ocean,1
other,1
study,1
tired,1
pen,1
orange,1
again,1
never,1
learn,1
learn,1
right,1
apple,1
study,1
phone,1
valley,1
young,1
clean,1
banana,1
clean,1
brave,1
funny,1
pen,1
could,1
again,1
never,1
pen,1
spoon,1
ocean,1
again,1
their,1
book,1
where,1
large,1
cloud,1
forest,1
spring,1
spring,1
table,1
after,1
melon,1
table,1
grape,1
sound,1
stone,1
their,1
write,1
thing,1
ocean,1
there,1
river,1
melon,1
world,1
river,1
which,1
study,1
house,1
melon,1
winter,1
berry,1
tired,1
winter,1
grape,1
apple,1
spring,1
sad,1
would,1
summer,1
brave,1
world,1
young,1
brave,1
angry,1
berry,1
pen,1
spoon,1
tired,1
their,1
angry,1
place,1
place,1
would,1
about,1
glass,1
sad,1
smart,1
after,1
never,1
think,1
glass,1
learn,1
desert,1
every,1
small,1
tired,1
table,1
there,1
melon,1
water,1
their,1
light,1
thing,1
would,1
pen,1
sound,1
could,1
place,1
plant,1
would,1
great,1
river,1
learn,1
grape,1
every,1
spring,1
write,1
young,1
spring,1
thing,1
house,1
again,1
plant,1
berry,1
which,1
light,1
banana,1
mountain,1
mouse,1
glass,1
large,1
mouse,1
angry,1
brave,1
stone,1
study,1
clean,1
where,1
happy,1
these,1
never,1
orange,1
paper,1
three,1
valley,1
thing,1
light,1
berry,1
table,1
learn,1
below,1
right,1
table,1
great,1
funny,1
clean,1
winter,1
pen,1
ocean,1
light,1
great,1
happy,1
chair,1
summer,1
happy,1
learn,1
think,1
valley,1
their,1
berry,1
every,1
thing,1
cloud,1
funny,1
there,1
cloud,1
about,1
winter,1
right,1
plant,1
water,1
desert,1
where,1
stone,1
thing,1
phone,1
stone,1
paper,1
quick,1
happy,1
funny,1
summer,1
mouse,1
large,1
chair,1
cloud,1
world,1
house,1
every,1
first,1
grape,1
about,1
winter,1
which,1
happy,1
banana,1
cloud,1
pen,1
write,1
small,1
after,1
angry,1
orange,1
berry,1
winter,1
phone,1
would,1
where,1
after,1
orange,1
think,1
valley,1
sad,1
below,1
world,1
clean,1
paper,1
spoon,1
ocean,1
young,1
write,1
quick,1
where,1
other,1
these,1
study,1
spring,1
river,1
world,1
mouse,1
great,1
young,1
mountain,1
great,1
cloud,1
brave,1
never,1
valley,1
there,1
clean,1
water,1
brave,1
mouse,1
these,1
first,1
table,1
below,1
clean,1
mouse,1
sad,1
forest,1
happy,1
summer,1
orange,1
smart,1
three,1
again,1
mountain,1
below,1
funny,1
paper,1
great,1
never,1
learn,1
young,1
every,1
stone,1
these,1
apple,1
right,1
large,1
desert,1
place,1
ocean,1
happy,1
book,1
thing,1
smart,1
tired,1
grape,1
smart,1
desert,1
pen,1
these,1
desert,1
would,1
spring,1
mountain,1
desert,1
mouse,1
book,1
small,1
learn,1
pen,1
sound,1
first,1
there,1
write,1
stone,1
their,1
house,1
summer,1
right,1
winter,1
there,1
other,1
berry,1
berry,1
sound,1
small,1
spring,1
great,1
place,1
right,1
water,1
phone,1
phone,1
angry,1
their,1
plant,1
house,1
valley,1
table,1
these,1
stone,1
chair,1
would,1
large,1
their,1
right,1
quick,1
spoon,1
river,1
chair,1
plant,1
grape,1
again,1
right,1
about,1
smart,1
right,1
valley,1
where,1
summer,1
clean,1
glass,1
summer,1
young,1
learn,1
below,1
mouse,1
house,1
river,1
again,1
three,1
sad,1
smart,1
apple,1
stone,1
sound,1
learn,1
there,1
think,1
below,1
three,1
funny,1
ocean,1
book,1
ocean,1
water,1
would,1
chair,1
first,1
sound,1
desert,1
apple,1
there,1
after,1
below,1
other,1
clean,1
these,1
sound,1
table,1
river,1
great,1
study,1
point,1
valley,1
about,1
there,1
right,1
mountain,1
spoon,1
quick,1
stone,1
brave,1
tired,1
great,1
melon,1
pen,1
right,1
about,1
plant,1
their,1
quick,1
three,1
light,1
river,1
learn,1
large,1
table,1
melon,1
chair,1
ocean,1
berry,1
other,1
sound,1
about,1
write,1
spring,1
funny,1
happy,1
which,1
spoon,1
brave,1
which,1
cloud,1
mountain,1
light,1
winter,1
spring,1
every,1
paper,1
study,1
think,1
summer,1
first,1
great,1
funny,1
water,1
happy,1
large,1
tired,1
thing,1
funny,1
point,1
three,1
happy,1
phone,1
again,1
write,1
smart,1
point,1
thing,1
after,1
young,1
every,1
river,1
phone,1
ocean,1
small,1
angry,1
would,1
winter,1
these,1
young,1
thing,1
think,1
apple,1
forest,1
after,1
mountain,1
quick,1
spoon,1
pen,1
banana,1
small,1
first,1
berry,1
apple,1
think,1
right,1
table,1
world,1
right,1
apple,1
funny,1
glass,1
large,1
spring,1
study,1
first,1
quick,1
after,1
place,1
learn,1
right,1
chair,1
melon,1
light,1
ocean,1
sad,1
quick,1
orange,1
quick,1
phone,1
stone,1
chair,1
where,1
large,1
large,1
glass,1
which,1
small,1
cloud,1
after,1
berry,1
mouse,1
table,1
chair,1
which,1
house,1
cloud,1
mountain,1
could,1
quick,1
phone,1
there,1
orange,1
right,1
angry,1
winter,1
house,1
young,1
glass,1
phone,1
place,1
clean,1
river,1
light,1
book,1
spring,1
valley,1
river,1
could,1
world,1
would,1
think,1
world,1
first,1
after,1
right,1
book,1
quick,1
light,1
desert,1
melon,1
chair,1
think,1
brave,1
world,1
clean,1
mountain,1
place,1
first,1
glass,1
table,1
chair,1
sound,1
small,1
happy,1
banana,1
orange,1
spoon,1
water,1
spoon,1
study,1
which,1
never,1
glass,1
learn,1
again,1
which,1
spoon,1
water,1
could,1
study,1
right,1
winter,1
quick,1
other,1
stone,1
smart,1
clean,1
below,1
clean,1
grape,1
spring,1
river,1
funny,1
table,1
apple,1
river,1
young,1
after,1
apple,1
chair,1
think,1
clean,1
about,1
quick,1
think,1
banana,1
funny,1
cloud,1
grape,1
orange,1
quick,1
point,1
winter,1
about,1
sad,1
smart,1
cloud,1
light,1
smart,1
angry,1
world,1
their,1
clean,1
house,1
happy,1
plant,1
young,1
phone,1
table,1
would,1
young,1
valley,1
think,1
grape,1
great,1
river,1
small,1
think,1
think,1
learn,1
orange,1
chair,1
valley,1
plant,1
great,1
learn,1
book,1
winter,1
valley,1
there,1
point,1
three,1
there,1
book,1
first,1
smart,1
three,1
winter,1
could,1
plant,1
right,1
smart,1
where,1
banana,1
brave,1
these,1
below,1
which,1
grape,1
sad,1
forest,1
berry,1
clean,1
thing,1
tired,1
thing,1
small,1
there,1
pen,1
large,1
desert,1
could,1
about,1
phone,1
which,1
river,1
small,1
spring,1
smart,1
apple,1
paper,1
their,1
could,1
house,1
world,1
ocean,1
water,1
book,1
these,1
orange,1
every,1
cloud,1
their,1
winter,1
book,1
mountain,1
apple,1
again,1
house,1
think,1
desert,1
world,1
melon,1
ocean,1
stone,1
never,1
desert,1
which,1
tired,1
young,1
melon,1
three,1
angry,1
spring,1
their,1
apple,1
quick,1
again,1
place,1
first,1
forest,1
stone,1
sad,1
sound,1
point,1
think,1
valley,1
funny,1
pen,1
orange,1
orange,1
spoon,1
paper,1
never,1
pen,1
there,1
where,1
summer,1
winter,1
never,1
funny,1
paper,1
valley,1
mountain,1
after,1
below,1
light,1
cloud,1
book,1
berry,1
forest,1
summer,1
tired,1
orange,1
every,1
point,1
sound,1
funny,1
summer,1
other,1
other,1
mouse,1
grape,1
plant,1
funny,1
great,1
right,1
learn,1
plant,1
desert,1
forest,1
sad,1
point,1
every,1
study,1
world,1
stone,1
learn,1
mouse,1
mouse,1
mountain,1
melon,1
their,1
chair,1
glass,1
chair,1
large,1
large,1
paper,1
mountain,1
think,1
every,1
sound,1
would,1
banana,1
world,1
right,1
plant,1
apple,1
clean,1
river,1
chair,1
quick,1
these,1
house,1
every,1
summer,1
point,1
could,1
three,1
tired,1
forest,1
clean,1
their,1
river,1
chair,1
apple,1
world,1
spring,1
world,1
stone,1
could,1
study,1
place,1
desert,1
stone,1
which,1
quick,1
desert,1
berry,1
other,1
phone,1
there,1
write,1
three,1
below,1
berry,1
cloud,1
place,1
write,1
brave,1
would,1
forest,1
light,1
spring,1
every,1
mouse,1
study,1
never,1
chair,1
river,1
young,1
sound,1
mouse,1
river,1
plant,1
after,1
phone,1
water,1
could,1
other,1
paper,1
cloud,1
about,1
funny,1
smart,1
happy,1
desert,1
place,1
study,1
first,1
again,1
after,1
water,1
light,1
their,1
tired,1
every,1
mountain,1
large,1
angry,1
every,1
desert,1
banana,1
smart,1
place,1
never,1
could,1
pen,1
small,1
would,1
stone,1
desert,1
first,1
ocean,1
three,1
small,1
melon,1
about,1
sound,1
study,1
table,1
valley,1
summer,1
paper,1
grape,1
winter,1
valley,1
these,1
summer,1
grape,1
never,1
world,1
thing,1
river,1
brave,1
think,1
these,1
study,1
river,1
book,1
mountain,1
stone,1
mountain,1
other,1
book,1
point,1
desert,1
first,1
glass,1
young,1
grape,1
write,1
point,1
stone,1
study,1
small,1
angry,1
sound,1
mouse,1
quick,1
their,1
mouse,1
grape,1
sad,1
chair,1
large,1
valley,1
glass,1
orange,1
cloud,1
apple,1
melon,1
paper,1
study,1
water,1
grape,1
three,1
write,1
after,1
book,1
mouse,1
mountain,1
sound,1
smart,1
clean,1
every,1
mountain,1
water,1
small,1
table,1
apple,1
table,1
orange,1
could,1
learn,1
about,1
point,1
glass,1
water,1
first,1
every,1
sad,1
think,1
first,1
orange,1
write,1
mountain,1
thing,1
phone,1
write,1
about,1
forest,1
quick,1
pen,1
stone,1
berry,1
tired,1
write,1
angry,1
there,1
sad,1
would,1
pen,1
water,1
plant,1
clean,1
water,1
study,1
spoon,1
house,1
their,1
angry,1
tired,1
orange,1
tired,1
about,1
forest,1
there,1
point,1
point,1
sound,1
table,1
there,1
mountain,1
could,1
chair,1
apple,1
cloud,1
house,1
again,1
angry,1
world,1
chair,1
berry,1
mouse,1
book,1
winter,1
world,1
point,1
about,1
phone,1
stone,1
where,1
about,1
berry,1
young,1
phone,1
brave,1
chair,1
brave,1
light,1
learn,1
house,1
which,1
apple,1
banana,1
ocean,1
write,1
funny,1
funny,1
these,1
forest,1
banana,1
apple,1
thing,1
spoon,1
small,1
desert,1
banana,1
could,1
study,1
banana,1
plant,1
water,1
table,1
spring,1
book,1
mouse,1
summer,1
paper,1
where,1
learn,1
tired,1
brave,1
melon,1
these,1
phone,1
light,1
learn,1
house,1
study,1
clean,1
river,1
brave,1
point,1
three,1
apple,1
which,1
berry,1
quick,1
below,1
valley,1
melon,1
light,1
write,1
spoon,1
world,1
summer,1
which,1
water,1
after,1
first,1
small,1
their,1
spring,1
water,1
cloud,1
ocean,1
pen,1
grape,1
river,1
sad,1
forest,1
cloud,1
sad,1
these,1
great,1
water,1
banana,1
thing,1
about,1
glass,1
three,1
banana,1
mountain,1
could,1
large,1
phone,1
below,1
angry,1
paper,1
stone,1
forest,1
spring,1
great,1
brave,1
there,1
study,1
again,1
berry,1
light,1
pen,1
apple,1
would,1
about,1
funny,1
water,1
cloud,1
happy,1
orange,1
learn,1
winter,1
place,1
orange,1
funny,1
water,1
sad,1
small,1
where,1
house,1
house,1
there,1
table,1
plant,1
mountain,1
water,1
tired,1
great,1
tired,1
berry,1
again,1
mountain,1
would,1
angry,1
would,1
about,1
tired,1
place,1
about,1
after,1
funny,1
world,1
book,1
their,1
chair,1
summer,1
small,1
would,1
tired,1
their,1
their,1
desert,1
about,1
where,1
house,1
clean,1
light,1
book,1
light,1
funny,1
river,1
plant,1
water,1
house,1
these,1
three,1
three,1
pen,1
quick,1
melon,1
phone,1
smart,1
valley,1
desert,1
stone,1
river,1
table,1
pen,1
which,1
paper,1
desert,1
point,1
three,1
spring,1
write,1
world,1
there,1
orange,1
pen,1
these,1
these,1
water,1
happy,1
water,1
desert,1
sound,1
point,1
brave,1
young,1
thing,1
cloud,1
point,1
think,1
stone,1
mouse,1
plant,1
brave,1
would,1
large,1
stone,1
winter,1
write,1
winter,1
spoon,1
mouse,1
write,1
would,1
mouse,1
phone,1
ocean,1
tired,1
every,1
orange,1
light,1
spoon,1
other,1
river,1
about,1
orange,1
these,1
river,1
banana,1
smart,1
happy,1
sad,1
there,1
house,1
about,1
three,1
never,1
desert,1
phone,1
phone,1
below,1
thing,1
tired,1
their,1
mouse,1
where,1
funny,1
berry,1
funny,1
deserq,0
earn,0
othesr,0
tablem,0
bananra,0
plamt,0
watea,0
thik,0
jlace,0
here,0
yhere,0
chaior,0
pmaper,0
agin,0
thrke,0
hapdpy,0
bood,0
oceane,0
tire,0
oceaw,0
boek,0
xvery,0
threse,0
kglass,0
ight,0
quigk,0
thingw,0
brauve,0
orangc,0
soulnd,0
jelow,0
irst,0
worla,0
haxppy,0
rivr,0
smar,0
yqoung,0
poknt,0
had,0
gthree,0
grea,0
cvery,0
tble,0
wijnter,0
deserit,0
belowt,0
souhd,0
afater,0
sfund,0
lcght,0
othex,0
funvy,0
wouli,0
cberry,0
nsummer,0
ther,0
neven,0
abcut,0
wrte,0
funeny,0
bery,0
pper,0
plave,0
rights,0
agbin,0
afer,0
foaest,0
paperd,0
thik,0
eeery,0
theirg,0
lear,0
smalm,0
ocan,0
fuiny,0
muse,0
pthere,0
wordld,0
spoown,0
jtired,0
poaint,0
psen,0
pring,0
papes,0
smrt,0
ocejn,0
en,0
beqow,0
wher,0
worite,0
plnt,0
thnk,0
winuer,0
nevrr,0
culd,0
oung,0
smwart,0
coul,0
niever,0
tiref,0
rigxht,0
lhearn,0
pvace,0
cjoud,0
thetre,0
ligh,0
vlace,0
sund,0
mountqin,0
sbummer,0
cean,0
dhone,0
smalu,0
vavlley,0
watoer,0
tfink,0
wearn,0
tabl,0
wqhere,0
smnll,0
fter,0
summerm,0
fzrst,0
moxuse,0
sprting,0
worrd,0
brfave,0
bmlow,0
wintger,0
larn,0
wriae,0
papbr,0
springp,0
waer,0
tlhing,0
thes,0
grat,0
clean,0
thei,0
thede,0
cuould,0
cougld,0
bxlow,0
grewat,0
grapge,0
riqver,0
qsick,0
wpich,0
whicwh,0
paer,0
cair,0
glasms,0
winier,0
tble,0
wcould,0
wouldc,0
smartn,0
rqver,0
youn,0
tble,0
tese,0
neaer,0
earn,0
thele,0
stoe,0
gsmall,0
thise,0
afuter,0
worlvd,0
here,0
ater,0
whic,0
oter,0
coulkd,0
lplace,0
tireld,0
emvery,0
othr,0
ocead,0
spart,0
boik,0
dangry,0
platce,0
coulz,0
funnyy,0
planb,0
evevy,0
anry,0
aelon,0
tied,0
jhink,0
thee,0
chai,0
siudy,0
hangry,0
quiak,0
banaa,0
stzudy,0
belo,0
habppy,0
cean,0
vsmart,0
sod,0
muntain,0
eovery,0
housle,0
valluy,0
glas,0
yloung,0
winttr,0
blow,0
suone,0
berro,0
melgn,0
zyoung,0
ambout,0
vchair,0
sooon,0
yong,0
hdesert,0
gyeat,0
cound,0
ater,0
largeg,0
firsv,0
banaca,0
valleyx,0
yocean,0
sall,0
fist,0
smartd,0
ight,0
groape,0
agein,0
szart,0
suvmmer,0
plannt,0
abou,0
netver,0
owange,0
lrave,0
phaper,0
rivere,0
oranhge,0
mountaind,0
rape,0
funnyi,0
qwinter,0
theren,0
therk,0
youngb,0
wrave,0
loud,0
rigyht,0
ystudy,0
bave,0
wherex,0
snd,0
clougd,0
brave,0
occean,0
prn,0
cold,0
quigck,0
souond,0
zight,0
gret,0
lace,0
coul,0
stud,0
wroite,0
thnink,0
sone,0
summery,0
papr,0
byook,0
dlace,0
soon,0
oevery,0
cleanu,0
ylant,0
lare,0
youngx,0
againj,0
glawss,0
whrre,0
lcight,0
berrl,0
mose,0
pring,0
inter,0
rmart,0
smari,0
chai,0
thoir,0
worldg,0
very,0
pe,0
foret,0
agin,0
phint,0
frest,0
psn,0
deset,0
housl,0
liyht,0
wnhere,0
evey,0
sbd,0
firstl,0
ntone,0
grapoe,0
ound,0
pint,0
smal,0
stydy,0
ountain,0
bansna,0
rnght,0
rizer,0
vphone,0
sping,0
sudy,0
serry,0
rght,0
melohn,0
lauge,0
clomd,0
thin,0
velley,0
where,0
appe,0
gape,0
asain,0
belpow,0
orangz,0
ad,0
maelon,0
cklean,0
tsere,0
ight,0
abut,0
everby,0
gret,0
pointu,0
soxnd,0
melob,0
roint,0
uick,0
raight,0
rght,0
word,0
tould,0
rightc,0
evry,0
rite,0
wsite,0
norld,0
dloud,0
placek,0
braive,0
ooung,0
behow,0
orang,0
witer,0
qick,0
oceaa,0
threex,0
eorange,0
ther,0
thivg,0
belox,0
bave,0
funy,0
othe,0
thir,0
papr,0
quicmk,0
worild,0
hoiuse,0
wcorld,0
their,0
afier,0
firsit,0
glassg,0
wgrite,0
sbmall,0
zmart,0
angrc,0
ever,0
houae,0
blarge,0
dmart,0
couzd,0
neer,0
funony,0
belofw,0
cuean,0
fitrst,0
cean,0
mall,0
hing,0
whch,0
oung,0
quics,0
ther,0
sprhing,0
en,0
whicr,0
bozok,0
angzy,0
phoe,0
whih,0
fvunny,0
plnt,0
glaass,0
thring,0
sprinn,0
ummer,0
wmhich,0
skd,0
thnk,0
tble,0
sprin,0
aphle,0
lqight,0
thesre,0
pther,0
sring,0
wotrld,0
righ,0
papvr,0
grapb,0
rigt,0
mous,0
abokt,0
writ,0
largr,0
pper,0
mlon,0
glass,0
avter,0
brav,0
agry,0
swtone,0
qick,0
plat,0
penb,0
thre,0
banans,0
foret,0
yong,0
angy,0
baiana,0
whic,0
whch,0
evedy,0
oceank,0
pogint,0
leorn,0
faorest,0
tableb,0
fowest,0
tirst,0
wmnter,0
evkry,0
forst,0
whic,0
vaeley,0
here,0
tirez,0
brav,0
smaol,0
thik,0
agaon,0
vally,0
firsz,0
aout,0
plnant,0
ligcht,0
stuy,0
appy,0
pobint,0
uearn,0
glashs,0
phohne,0
funnym,0
pnn,0
grae,0
belo,0
melo,0
vountain,0
blace,0
aphle,0
nired,0
penv,0
boomk,0
wincer,0
geat,0
phonej,0
banani,0
spring,0
huppy,0
greatk,0
sipring,0
couldm,0
valyey,0
firsto,0
berrd,0
smrt,0
belsow,0
ocean,0
thre,0
laqrge,0
detert,0
agaibn,0
hrange,0
couln,0
whink,0
thefse,0
yhich,0
smalwl,0
pkace,0
tixred,0
wintfer,0
happ,0
smad,0
spon,0
thsre,0
cgoud,0
sprlng,0
ever,0
wateur,0
ever,0
wojld,0
everx,0
neoer,0
glawss,0
rhappy,0
oher,0
chir,0
wriver,0
lace,0
aftem,0
coulw,0
melo,0
woultd,0
ulight,0
spovon,0
sqmart,0
vallei,0
mlon,0
wintfr,0
chaer,0
aftgr,0
atout,0
soon,0
worl,0
thevr,0
stoni,0
platnt,0
angy,0
melzon,0
thbse,0
sctudy,0
cloudf,0
nevyer,0
ridver,0
rite,0
houyse,0
suommer,0
summeor,0
smrt,0
tiredq,0
moue,0
glss,0
pring,0
bok,0
soun,0
plae,0
pcper,0
youn,0
xgreat,0
deserk,0
mbouse,0
ocen,0
hmouse,0
spoonp,0
chaivr,0
studyu,0
glas,0
asbout,0
elow,0
whichr,0
wter,0
plantt,0
balley,0
evey,0
gaper,0
phonei,0
hppy,0
pther,0
char,0
here,0
nevr,0
funwny,0
berow,0
clod,0
whepe,0
bravx,0
stgne,0
abou,0
bravej,0
rave,0
athere,0
tablue,0
brve,0
sid,0
whee,0
lquick,0
wquld,0
gsass,0
lyght,0
whih,0
adpple,0
ould,0
tdhere,0
wrte,0
en,0
forese,0
xhese,0
sgudy,0
umall,0
winher,0
grgeat,0
rape,0
theil,0
pthing,0
tree,0
were,0
anry,0
wdnter,0
learng,0
clobd,0
smaxl,0
krave,0
erry,0
riaht,0
japer,0
vphone,0
sgain,0
whch,0
moucntain,0
ztudy,0
mpen,0
thgree,0
thmink,0
smaart,0
meln,0
afbout,0
hxappy,0
cnhair,0
phpne,0
foremt,0
whtre,0
whifch,0
bananj,0
neverz,0
oceanm,0
nfirst,0
muse,0
theif,0
lighat,0
otgher,0
wite,0
lean,0
lean,0
tablfe,0
mousew,0
cfoud,0
thkere,0
clen,0
shree,0
summwer,0
sa,0
clean,0
witer,0
cuould,0
pace,0
whrld,0
aple,0
ooean,0
uanana,0
thingq,0
smmmer,0
fzrst,0
bery,0
stonne,0
boo,0
sa,0
bananay,0
lean,0
oceana,0
ould,0
sping,0
chese,0
smacl,0
valxley,0
rivec,0
ouse,0
thoree,0
zhere,0
grmape,0
aple,0
odean,0
aple,0
agan,0
mnuse,0
clea,0
aook,0
thong,0
theye,0
pont,0
mart,0
evesry,0
applfe,0
baxnana,0
thiwk,0
beow,0
desrt,0
firdt,0
waorld,0
cean,0
hree,0
ocen,0
tree,0
wangry,0
wintpr,0
usummer,0
greaq,0
pvone,0
coul,0
summcr,0
rzght,0
afteur,0
plac,0
grapeu,0
agai,0
banaa,0
sumpmer,0
ountain,0
grae,0
geass,0
sojund,0
wouled,0
wribe,0
cean,0
souand,0
afer,0
suammer,0
brae,0
pe,0
uould,0
spzoon,0
cean,0
dgsert,0
uick,0
waber,0
plzce,0
farge,0
loint,0
agai,0
greajt,0
belkow,0
pnlant,0
cheir,0
fungy,0
lern,0
vaclley,0
abut,0
sumart,0
ztudy,0
aftet,0
ngry,0
oange,0
poon,0
lgearn,0
mountan,0
thouse,0
abouwt,0
thevr,0
ocejn,0
pokint,0
abouht,0
lern,0
oher,0
tirem,0
abolut,0
poon,0
wold,0
gape,0
worldl,0
akple,0
ligt,0
tiredp,0
xmouse,0
thinj,0
taxble,0
moudtain,0
tirud,0
vclean,0
ornge,0
twhese,0
cean,0
wbook,0
glans,0
happfy,0
summr,0
sa,0
foest,0
grealt,0
deser,0
ybook,0
lare,0
tabe,0
river,0
tableq,0
ganana,0
phoune,0
grat,0
pekn,0
kbook,0
lant,0
thin,0
quice,0
lenrn,0
berr,0
ydung,0
otuher,0
cdean,0
whhch,0
spon,0
largi,0
abouc,0
papr,0
gangry,0
rive,0
agin,0
potnt,0
lass,0
spooi,0
wher,0
ligt,0
hair,0
fhappy,0
glasas,0
tcree,0
studby,0
szall,0
alley,0
gape,0
brry,0
ngry,0
vcloud,0
hair,0
spomon,0
quuick,0
agan,0
banan,0
tbired,0
icould,0
abouvt,0
appie,0
meon,0
worl,0
claoud,0
ad,0
berr,0
about,0
hone,0
thee,0
